,0
Bedrooms,4.181158022515387
Bathrooms,4.771541050563355
Offers,2.420458316832755
Neighborhood_East,0.7363210405107239
Neighborhood_North,0.7237468644557459
Neighborhood_West,0.6619684638946264
Brick_No,1.4309504001254019
Brick_Yes,0.6988362419217079
Price,4.980907697985922
SqFt,9.674451899609421
